input file name: ../sc-cnn-chainer/dataset/input.dat
epoch 76 / 100
train mean loss=0.001113543869, accuracy=0.999687314034
 test mean loss=1.15334224701, accuracy=0.78330206871
epoch 77 / 100
train mean loss=0.00106636364944, accuracy=0.999687314034
 test mean loss=1.14384543896, accuracy=0.781425893307
epoch 78 / 100
train mean loss=0.00105971714947, accuracy=0.999687314034
 test mean loss=1.1091105938, accuracy=0.786116302013
epoch 79 / 100
train mean loss=0.00114239053801, accuracy=0.999687314034
 test mean loss=1.12114024162, accuracy=0.778611660004
epoch 80 / 100
train mean loss=0.00115094182547, accuracy=0.999687314034
 test mean loss=1.07580244541, accuracy=0.786116302013
epoch 81 / 100
train mean loss=0.00115557631943, accuracy=0.999687314034
 test mean loss=1.06832051277, accuracy=0.787992477417
epoch 82 / 100
train mean loss=0.0011825314723, accuracy=0.999687314034
 test mean loss=1.05645632744, accuracy=0.786116302013
epoch 83 / 100
train mean loss=0.00125653180294, accuracy=0.999687314034
 test mean loss=1.05040895939, accuracy=0.787054419518
epoch 84 / 100
train mean loss=0.00130838691257, accuracy=0.999687314034
 test mean loss=1.03054213524, accuracy=0.78330206871
epoch 85 / 100
train mean loss=0.199201613665, accuracy=0.925482034683
 test mean loss=1.09668421745, accuracy=0.700750470161
epoch 86 / 100
train mean loss=0.145358234644, accuracy=0.945075571537
 test mean loss=0.83178204298, accuracy=0.768292665482
epoch 87 / 100
train mean loss=0.0391245037317, accuracy=0.987597703934
 test mean loss=1.54369211197, accuracy=0.712945580482
epoch 88 / 100
train mean loss=0.0270456578583, accuracy=0.991349637508
 test mean loss=1.06725227833, accuracy=0.78424012661
epoch 89 / 100
train mean loss=0.00681932782754, accuracy=0.998853564262
 test mean loss=1.06428694725, accuracy=0.787992477417
epoch 90 / 100
train mean loss=0.00205948785879, accuracy=0.999687314034
 test mean loss=1.13261306286, accuracy=0.788930594921
epoch 91 / 100
train mean loss=0.00137553282548, accuracy=0.999687314034
 test mean loss=1.1450394392, accuracy=0.785178244114
epoch 92 / 100
train mean loss=0.00112192402594, accuracy=0.999687314034
 test mean loss=1.13101172447, accuracy=0.787054419518
epoch 93 / 100
train mean loss=0.00108957046177, accuracy=0.999687314034
 test mean loss=1.12157225609, accuracy=0.787054419518
epoch 94 / 100
train mean loss=0.00107035029214, accuracy=0.999687314034
 test mean loss=1.12171220779, accuracy=0.78424012661
epoch 95 / 100
train mean loss=0.00102851260453, accuracy=0.999687314034
 test mean loss=1.09207379818, accuracy=0.788930594921
epoch 96 / 100
train mean loss=0.00108150846791, accuracy=0.999687314034
 test mean loss=1.07375907898, accuracy=0.788930594921
epoch 97 / 100
train mean loss=0.00116095831618, accuracy=0.999687314034
 test mean loss=1.06026721001, accuracy=0.787992477417
epoch 98 / 100
train mean loss=0.00113550294191, accuracy=0.999687314034
 test mean loss=1.04615652561, accuracy=0.787054419518
epoch 99 / 100
train mean loss=0.00108524935786, accuracy=0.999687314034
 test mean loss=1.03465247154, accuracy=0.785178244114
epoch 100 / 100
train mean loss=0.00119421363343, accuracy=0.999687314034
 test mean loss=1.02266597748, accuracy=0.790806770325
===============  7 / 10 ===============
epoch 1 / 100
train mean loss=0.584799170494, accuracy=0.672225117683
 test mean loss=0.49395865202, accuracy=0.771106958389
epoch 2 / 100
train mean loss=0.461798280478, accuracy=0.781448662281
 test mean loss=0.649063646793, accuracy=0.681988716125
epoch 3 / 100
train mean loss=0.390602111816, accuracy=0.824908792973
 test mean loss=0.454933583736, accuracy=0.791744828224
epoch 4 / 100
train mean loss=0.330191224813, accuracy=0.853673815727
 test mean loss=0.530064821243, accuracy=0.767354607582
epoch 5 / 100
train mean loss=0.283991366625, accuracy=0.879520595074
 test mean loss=0.543354451656, accuracy=0.765478432178
epoch 6 / 100
train mean loss=0.209141209722, accuracy=0.914434611797
 test mean loss=0.58311611414, accuracy=0.773921191692
epoch 7 / 100
train mean loss=0.163214236498, accuracy=0.934757709503
 test mean loss=0.694414496422, accuracy=0.766416490078
epoch 8 / 100
train mean loss=0.105687111616, accuracy=0.960917115211
 test mean loss=1.11158275604, accuracy=0.731707334518
epoch 9 / 100
train mean loss=0.069375641644, accuracy=0.97404897213
 test mean loss=1.06409621239, accuracy=0.766416490078
epoch 10 / 100
train mean loss=0.0494904592633, accuracy=0.983428895473
 test mean loss=1.33372247219, accuracy=0.744840502739
epoch 11 / 100
train mean loss=0.0394722782075, accuracy=0.985617518425
 test mean loss=1.6387014389, accuracy=0.7232645154
epoch 12 / 100
train mean loss=0.0191759075969, accuracy=0.994059383869
 test mean loss=1.24860620499, accuracy=0.774859309196
epoch 13 / 100
train mean loss=0.0140977567062, accuracy=0.996143817902
 test mean loss=1.25067591667, accuracy=0.778611660004
epoch 14 / 100
train mean loss=0.0101429289207, accuracy=0.996560692787
 test mean loss=2.10420441628, accuracy=0.725140690804
epoch 15 / 100
train mean loss=0.00304212677293, accuracy=0.999478876591
 test mean loss=1.31131100655, accuracy=0.7767354846
epoch 16 / 100
train mean loss=0.00114797137212, accuracy=0.999791562557
 test mean loss=1.29854249954, accuracy=0.782363951206
epoch 17 / 100
train mean loss=0.000922371633351, accuracy=0.999791562557
 test mean loss=1.29276645184, accuracy=0.778611660004
epoch 18 / 100
train mean loss=0.000963920727372, accuracy=0.999791562557
 test mean loss=1.25782942772, accuracy=0.785178244114
epoch 19 / 100
train mean loss=0.000906268425751, accuracy=0.999791562557
 test mean loss=1.23923826218, accuracy=0.787054419518
epoch 20 / 100
train mean loss=0.000978670082986, accuracy=0.999791562557
 test mean loss=1.2065308094, accuracy=0.78424012661
epoch 21 / 100
train mean loss=0.0010592227336, accuracy=0.999791562557
 test mean loss=1.18692672253, accuracy=0.788930594921
epoch 22 / 100
train mean loss=0.00102474191226, accuracy=0.999791562557
 test mean loss=1.1668214798, accuracy=0.789868652821
epoch 23 / 100
train mean loss=0.00100756075699, accuracy=0.999791562557
 test mean loss=1.1437305212, accuracy=0.78424012661
epoch 24 / 100
train mean loss=0.00105205015279, accuracy=0.999791562557
 test mean loss=1.15129542351, accuracy=0.7767354846
epoch 25 / 100
train mean loss=0.00105294189416, accuracy=0.999791562557
 test mean loss=1.10395348072, accuracy=0.794559121132
epoch 26 / 100
train mean loss=0.00106516806409, accuracy=0.999791562557
 test mean loss=1.09569633007, accuracy=0.795497179031
epoch 27 / 100
train mean loss=0.00110059301369, accuracy=0.999791562557
 test mean loss=1.08279383183, accuracy=0.793621003628
epoch 28 / 100
train mean loss=0.00111015280709, accuracy=0.999791562557
 test mean loss=1.07040059566, accuracy=0.793621003628
epoch 29 / 100
train mean loss=0.00127356383018, accuracy=0.999791562557
 test mean loss=1.06122851372, accuracy=0.790806770325
epoch 30 / 100
train mean loss=0.00113371852785, accuracy=0.999791562557
 test mean loss=1.07882535458, accuracy=0.780487775803
epoch 31 / 100
train mean loss=0.001210236107, accuracy=0.999791562557
 test mean loss=1.03559315205, accuracy=0.794559121132
epoch 32 / 100
train mean loss=0.00125018460676, accuracy=0.999791562557
 test mean loss=1.04026913643, accuracy=0.78424012661
epoch 33 / 100
train mean loss=0.00118437723722, accuracy=0.999791562557
 test mean loss=1.0329734087, accuracy=0.78424012661
epoch 34 / 100
train mean loss=0.00118780054618, accuracy=0.999791562557
 test mean loss=1.01649141312, accuracy=0.796435296535
epoch 35 / 100
train mean loss=0.00123518379405, accuracy=0.999791562557
 test mean loss=1.01686620712, accuracy=0.787992477417
epoch 36 / 100
train mean loss=0.00125543633476, accuracy=0.999791562557
 test mean loss=1.00083041191, accuracy=0.795497179031
epoch 37 / 100
train mean loss=0.178271949291, accuracy=0.941427826881
 test mean loss=1.49475681782, accuracy=0.693245768547
epoch 38 / 100
train mean loss=0.269221335649, accuracy=0.888796269894
 test mean loss=1.14702665806, accuracy=0.680112540722
epoch 39 / 100
train mean loss=0.0922429710627, accuracy=0.9666492939
 test mean loss=0.839189231396, accuracy=0.778611660004
epoch 40 / 100
train mean loss=0.029453760013, accuracy=0.991558074951
 test mean loss=1.04483830929, accuracy=0.772045016289
epoch 41 / 100
train mean loss=0.0132667468861, accuracy=0.996352255344
 test mean loss=1.32600224018, accuracy=0.768292665482
epoch 42 / 100
train mean loss=0.00970569625497, accuracy=0.997081816196
 test mean loss=1.13497757912, accuracy=0.779549717903
epoch 43 / 100
train mean loss=0.00223721168004, accuracy=0.999791562557
 test mean loss=1.18609619141, accuracy=0.781425893307
epoch 44 / 100
train mean loss=0.0012151185656, accuracy=0.999791562557
 test mean loss=1.19005072117, accuracy=0.780487775803
epoch 45 / 100
train mean loss=0.00114931084681, accuracy=0.999791562557
 test mean loss=1.16874289513, accuracy=0.782363951206
epoch 46 / 100
train mean loss=0.00101017009001, accuracy=0.999791562557
 test mean loss=1.15421640873, accuracy=0.778611660004
epoch 47 / 100
train mean loss=0.00108991237357, accuracy=0.999791562557
 test mean loss=1.13150405884, accuracy=0.774859309196
epoch 48 / 100
train mean loss=0.00110989040695, accuracy=0.999791562557
 test mean loss=1.11379539967, accuracy=0.779549717903
epoch 49 / 100
train mean loss=0.000989683903754, accuracy=0.999791562557
 test mean loss=1.0895370245, accuracy=0.778611660004
epoch 50 / 100
train mean loss=0.00111135572661, accuracy=0.999791562557
 test mean loss=1.08124089241, accuracy=0.78424012661
epoch 51 / 100
train mean loss=0.00114672526252, accuracy=0.999791562557
 test mean loss=1.07449638844, accuracy=0.782363951206
epoch 52 / 100
train mean loss=0.001079559559, accuracy=0.999791562557
 test mean loss=1.04333853722, accuracy=0.78424012661
epoch 53 / 100
train mean loss=0.00105272885412, accuracy=0.999791562557
 test mean loss=1.03840744495, accuracy=0.785178244114
epoch 54 / 100
train mean loss=0.00126129575074, accuracy=0.999791562557
 test mean loss=1.0188229084, accuracy=0.787992477417
epoch 55 / 100
train mean loss=0.00114982202649, accuracy=0.999791562557
 test mean loss=1.01475477219, accuracy=0.787992477417
epoch 56 / 100
train mean loss=0.0011693041306, accuracy=0.999791562557
 test mean loss=1.01074266434, accuracy=0.787992477417
epoch 57 / 100
train mean loss=0.00115434965119, accuracy=0.999791562557
 test mean loss=0.993724584579, accuracy=0.78424012661
epoch 58 / 100
train mean loss=0.00131553446408, accuracy=0.999791562557
 test mean loss=0.984763205051, accuracy=0.789868652821
epoch 59 / 100
train mean loss=0.109851293266, accuracy=0.969463288784
 test mean loss=1.81056702137, accuracy=0.673545956612
epoch 60 / 100
train mean loss=0.268280178308, accuracy=0.895987510681
 test mean loss=0.90424990654, accuracy=0.756097555161
epoch 61 / 100
train mean loss=0.0786882415414, accuracy=0.971756100655
 test mean loss=0.872024476528, accuracy=0.78330206871
epoch 62 / 100
train mean loss=0.0205164980143, accuracy=0.994684755802
 test mean loss=1.06273269653, accuracy=0.782363951206
epoch 63 / 100
train mean loss=0.00402053352445, accuracy=0.999791562557
 test mean loss=1.69799435139, accuracy=0.745778620243
epoch 64 / 100
train mean loss=0.0021486771293, accuracy=0.999791562557
 test mean loss=1.15001869202, accuracy=0.791744828224
epoch 65 / 100
train mean loss=0.00144078803714, accuracy=0.999791562557
 test mean loss=1.16728961468, accuracy=0.778611660004
epoch 66 / 100
train mean loss=0.00113039743155, accuracy=0.999791562557
 test mean loss=1.21315062046, accuracy=0.787992477417
epoch 67 / 100
train mean loss=0.00105813005939, accuracy=0.999791562557
 test mean loss=1.13935947418, accuracy=0.793621003628
epoch 68 / 100
train mean loss=0.00109359994531, accuracy=0.999791562557
 test mean loss=1.12804853916, accuracy=0.789868652821
epoch 69 / 100
train mean loss=0.00106614094693, accuracy=0.999791562557
 test mean loss=1.11430871487, accuracy=0.791744828224
epoch 70 / 100
train mean loss=0.00106300238986, accuracy=0.999791562557
 test mean loss=1.08877265453, accuracy=0.789868652821
epoch 71 / 100
train mean loss=0.00108054908924, accuracy=0.999791562557
 test mean loss=1.0669002533, accuracy=0.790806770325
epoch 72 / 100
train mean loss=0.00110898900311, accuracy=0.999791562557
 test mean loss=1.05877804756, accuracy=0.794559121132
epoch 73 / 100
train mean loss=0.00108776194975, accuracy=0.999791562557
 test mean loss=1.04728353024, accuracy=0.791744828224
epoch 74 / 100
train mean loss=0.00120434106793, accuracy=0.999791562557
 test mean loss=1.05924010277, accuracy=0.788930594921
epoch 75 / 100
train mean loss=0.0011669715168, accuracy=0.999791562557
 test mean loss=1.04024648666, accuracy=0.789868652821
epoch 76 / 100
train mean loss=0.00116280606017, accuracy=0.999791562557
 test mean loss=1.01008951664, accuracy=0.796435296535
epoch 77 / 100
train mean loss=0.00122404831927, accuracy=0.999791562557
 test mean loss=1.01391303539, accuracy=0.775797367096
epoch 78 / 100
train mean loss=0.0012217045296, accuracy=0.999791562557
 test mean loss=0.989313721657, accuracy=0.788930594921
epoch 79 / 100
train mean loss=0.00128305307589, accuracy=0.999791562557
 test mean loss=0.984933495522, accuracy=0.795497179031
epoch 80 / 100
train mean loss=0.00127080909442, accuracy=0.999791562557
 test mean loss=0.980696082115, accuracy=0.792682945728
epoch 81 / 100
train mean loss=0.186268940568, accuracy=0.938926517963
 test mean loss=1.22270298004, accuracy=0.692307710648
epoch 82 / 100
train mean loss=0.213186100125, accuracy=0.913913488388
 test mean loss=0.782468259335, accuracy=0.772045016289
epoch 83 / 100
train mean loss=0.084026530385, accuracy=0.970609664917
 test mean loss=0.851221144199, accuracy=0.778611660004
epoch 84 / 100
train mean loss=0.0176787953824, accuracy=0.995101630688
 test mean loss=1.12224578857, accuracy=0.773921191692
epoch 85 / 100
train mean loss=0.00403946544975, accuracy=0.999478876591
 test mean loss=1.12464702129, accuracy=0.795497179031
epoch 86 / 100
train mean loss=0.00163667579181, accuracy=0.999791562557
 test mean loss=1.13425457478, accuracy=0.799249529839
epoch 87 / 100
train mean loss=0.00122051185463, accuracy=0.999791562557
 test mean loss=1.13600540161, accuracy=0.795497179031
epoch 88 / 100
train mean loss=0.00109755119774, accuracy=0.999791562557
 test mean loss=1.11926710606, accuracy=0.792682945728
epoch 89 / 100
train mean loss=0.00105706730392, accuracy=0.999791562557
 test mean loss=1.11353898048, accuracy=0.793621003628
epoch 90 / 100
train mean loss=0.00109382672235, accuracy=0.999791562557
 test mean loss=1.10297107697, accuracy=0.795497179031
epoch 91 / 100
train mean loss=0.00108693481889, accuracy=0.999791562557
 test mean loss=1.08168339729, accuracy=0.791744828224
epoch 92 / 100
train mean loss=0.00100708776154, accuracy=0.999791562557
 test mean loss=1.06270289421, accuracy=0.793621003628
epoch 93 / 100
train mean loss=0.00117334956303, accuracy=0.999791562557
 test mean loss=1.0424093008, accuracy=0.790806770325
epoch 94 / 100
train mean loss=0.00114840618335, accuracy=0.999791562557
 test mean loss=1.03312087059, accuracy=0.793621003628
epoch 95 / 100
train mean loss=0.00120746553876, accuracy=0.999791562557
 test mean loss=1.03155982494, accuracy=0.791744828224
epoch 96 / 100
train mean loss=0.00110817945097, accuracy=0.999791562557
 test mean loss=1.0103687048, accuracy=0.793621003628
epoch 97 / 100
train mean loss=0.00113868713379, accuracy=0.999791562557
 test mean loss=1.0265532732, accuracy=0.790806770325
epoch 98 / 100
train mean loss=0.0012042503804, accuracy=0.999791562557
 test mean loss=0.987079799175, accuracy=0.792682945728
epoch 99 / 100
train mean loss=0.0012307621073, accuracy=0.999791562557
 test mean loss=0.982151269913, accuracy=0.791744828224
epoch 100 / 100
train mean loss=0.00125070125796, accuracy=0.999791562557
 test mean loss=0.991533041, accuracy=0.795497179031
===============  8 / 10 ===============
epoch 1 / 100
train mean loss=0.579459249973, accuracy=0.681292355061
 test mean loss=0.502327084541, accuracy=0.740150094032
epoch 2 / 100
train mean loss=0.462062716484, accuracy=0.779364228249
 test mean loss=0.443372666836, accuracy=0.803939938545
epoch 3 / 100
train mean loss=0.392797797918, accuracy=0.821990609169
 test mean loss=0.442027002573, accuracy=0.808630406857
epoch 4 / 100
train mean loss=0.337405383587, accuracy=0.857113063335
 test mean loss=0.543490707874, accuracy=0.761726081371
epoch 5 / 100
train mean loss=0.275100469589, accuracy=0.885565400124
 test mean loss=0.775537967682, accuracy=0.717636048794
epoch 6 / 100
train mean loss=0.215541034937, accuracy=0.910786867142
 test mean loss=0.572392940521, accuracy=0.796435296535
epoch 7 / 100
train mean loss=0.155360639095, accuracy=0.939864516258
 test mean loss=0.671246945858, accuracy=0.787992477417
epoch 8 / 100
train mean loss=0.0992642566562, accuracy=0.96195936203
 test mean loss=0.902539908886, accuracy=0.768292665482
epoch 9 / 100
train mean loss=0.052849650383, accuracy=0.981031775475
 test mean loss=1.42730391026, accuracy=0.714821755886
epoch 10 / 100
train mean loss=0.0529164522886, accuracy=0.981136023998
 test mean loss=1.02296316624, accuracy=0.781425893307
epoch 11 / 100
train mean loss=0.0491954684258, accuracy=0.982178211212
 test mean loss=1.30199122429, accuracy=0.754221379757
epoch 12 / 100
train mean loss=0.0299479085952, accuracy=0.990203201771
 test mean loss=1.17719388008, accuracy=0.787992477417
epoch 13 / 100
train mean loss=0.00981805101037, accuracy=0.997186005116
 test mean loss=1.34541273117, accuracy=0.773921191692
epoch 14 / 100
train mean loss=0.0026205056347, accuracy=0.999687314034
 test mean loss=1.26707661152, accuracy=0.789868652821
epoch 15 / 100
train mean loss=0.00141578679904, accuracy=0.999687314034
 test mean loss=1.29526174068, accuracy=0.790806770325
epoch 16 / 100
train mean loss=0.00120157224592, accuracy=0.999687314034
 test mean loss=1.29938101768, accuracy=0.790806770325
epoch 17 / 100
train mean loss=0.00114049192052, accuracy=0.999687314034
 test mean loss=1.26474559307, accuracy=0.792682945728
epoch 18 / 100
train mean loss=0.00108268065378, accuracy=0.999687314034
 test mean loss=1.22080361843, accuracy=0.793621003628
epoch 19 / 100
train mean loss=0.00108940980863, accuracy=0.999687314034
 test mean loss=1.19627940655, accuracy=0.796435296535
epoch 20 / 100
train mean loss=0.00105233793147, accuracy=0.999687314034
 test mean loss=1.18467211723, accuracy=0.794559121132
epoch 21 / 100
train mean loss=0.00109447387513, accuracy=0.999687314034
 test mean loss=1.16356348991, accuracy=0.793621003628
epoch 22 / 100
train mean loss=0.00114801432937, accuracy=0.999687314034
 test mean loss=1.14608132839, accuracy=0.795497179031
epoch 23 / 100
train mean loss=0.00110552483238, accuracy=0.999687314034
 test mean loss=1.13318288326, accuracy=0.794559121132
epoch 24 / 100
train mean loss=0.00116159743629, accuracy=0.999687314034
 test mean loss=1.11703526974, accuracy=0.796435296535
epoch 25 / 100
train mean loss=0.00113910320215, accuracy=0.999687314034
 test mean loss=1.09592282772, accuracy=0.794559121132
epoch 26 / 100
train mean loss=0.00119533156976, accuracy=0.999687314034
 test mean loss=1.10140240192, accuracy=0.794559121132
epoch 27 / 100
train mean loss=0.0012412603246, accuracy=0.999687314034
 test mean loss=1.09168088436, accuracy=0.792682945728
epoch 28 / 100
train mean loss=0.00116745126434, accuracy=0.999687314034
 test mean loss=1.07699787617, accuracy=0.797373354435
epoch 29 / 100
train mean loss=0.00129826785997, accuracy=0.999583125114
 test mean loss=1.0669888258, accuracy=0.792682945728
epoch 30 / 100
train mean loss=0.00126297655515, accuracy=0.999687314034
 test mean loss=1.06886613369, accuracy=0.790806770325
epoch 31 / 100
train mean loss=0.0013494406594, accuracy=0.999687314034
 test mean loss=1.05579102039, accuracy=0.790806770325
epoch 32 / 100
train mean loss=0.00129938335158, accuracy=0.999583125114
 test mean loss=1.03905463219, accuracy=0.796435296535
epoch 33 / 100
train mean loss=0.01635652408, accuracy=0.996248066425
 test mean loss=2.95642948151, accuracy=0.644465267658
epoch 34 / 100
train mean loss=0.351974308491, accuracy=0.864825427532
 test mean loss=0.719339489937, accuracy=0.772045016289
epoch 35 / 100
train mean loss=0.105874188244, accuracy=0.961438238621
 test mean loss=0.87714856863, accuracy=0.771106958389
epoch 36 / 100
train mean loss=0.0388187393546, accuracy=0.986242830753
 test mean loss=1.01012897491, accuracy=0.780487775803
epoch 37 / 100
train mean loss=0.016792409122, accuracy=0.994476318359
 test mean loss=1.13069975376, accuracy=0.773921191692
epoch 38 / 100
train mean loss=0.00636811647564, accuracy=0.998540878296
 test mean loss=1.2149797678, accuracy=0.780487775803
epoch 39 / 100
train mean loss=0.0026335271541, accuracy=0.999583125114
 test mean loss=1.35057008266, accuracy=0.768292665482
epoch 40 / 100
train mean loss=0.00151826918591, accuracy=0.999687314034
 test mean loss=1.22254300117, accuracy=0.788930594921
epoch 41 / 100
train mean loss=0.00115943176206, accuracy=0.999687314034
 test mean loss=1.21248340607, accuracy=0.78424012661
epoch 42 / 100
train mean loss=0.0011334263254, accuracy=0.999583125114
 test mean loss=1.20047390461, accuracy=0.782363951206
epoch 43 / 100
train mean loss=0.00103424920235, accuracy=0.999687314034
 test mean loss=1.17737317085, accuracy=0.789868652821
epoch 44 / 100
train mean loss=0.00106213928666, accuracy=0.999687314034
 test mean loss=1.15382611752, accuracy=0.78424012661
epoch 45 / 100
train mean loss=0.00111573247705, accuracy=0.999687314034
 test mean loss=1.13629710674, accuracy=0.786116302013
epoch 46 / 100
train mean loss=0.00110368605237, accuracy=0.999687314034
 test mean loss=1.11370527744, accuracy=0.787054419518
epoch 47 / 100
train mean loss=0.00113072793465, accuracy=0.999687314034
 test mean loss=1.09590446949, accuracy=0.788930594921
epoch 48 / 100
train mean loss=0.00114664121065, accuracy=0.999687314034
 test mean loss=1.0869165659, accuracy=0.787054419518
epoch 49 / 100
train mean loss=0.00125304539688, accuracy=0.999687314034
 test mean loss=1.06472229958, accuracy=0.78424012661
epoch 50 / 100
train mean loss=0.00119520793669, accuracy=0.999687314034
 test mean loss=1.05273032188, accuracy=0.785178244114
epoch 51 / 100
train mean loss=0.00118248921353, accuracy=0.999687314034
 test mean loss=1.06908965111, accuracy=0.781425893307
epoch 52 / 100
train mean loss=0.00125376624055, accuracy=0.999687314034
 test mean loss=1.03064703941, accuracy=0.788930594921
epoch 53 / 100
train mean loss=0.00119838735554, accuracy=0.999687314034
 test mean loss=1.01864373684, accuracy=0.786116302013
epoch 54 / 100
train mean loss=0.00124925840646, accuracy=0.999687314034
 test mean loss=1.02352631092, accuracy=0.78424012661
epoch 55 / 100
train mean loss=0.00121808133554, accuracy=0.999687314034
 test mean loss=1.01694738865, accuracy=0.78330206871
epoch 56 / 100
train mean loss=0.00142906105611, accuracy=0.999687314034
 test mean loss=0.994657516479, accuracy=0.786116302013
epoch 57 / 100
train mean loss=0.00127403694205, accuracy=0.999583125114
 test mean loss=0.988758563995, accuracy=0.787992477417
epoch 58 / 100
train mean loss=0.0816788896918, accuracy=0.976446092129
 test mean loss=1.70228219032, accuracy=0.694183886051
epoch 59 / 100
train mean loss=0.267223775387, accuracy=0.895153701305
 test mean loss=1.02905130386, accuracy=0.738273918629
epoch 60 / 100
train mean loss=0.0941407680511, accuracy=0.964460670948
 test mean loss=0.832313716412, accuracy=0.787992477417
epoch 61 / 100
train mean loss=0.0329360179603, accuracy=0.990411698818
 test mean loss=0.939363777637, accuracy=0.801125705242
epoch 62 / 100
train mean loss=0.007065564394, accuracy=0.998853564262
 test mean loss=1.09024894238, accuracy=0.793621003628
epoch 63 / 100
train mean loss=0.00196779961698, accuracy=0.999687314034
 test mean loss=1.15741598606, accuracy=0.791744828224
epoch 64 / 100
train mean loss=0.00128433608916, accuracy=0.999687314034
 test mean loss=1.11381995678, accuracy=0.795497179031
epoch 65 / 100
train mean loss=0.00120358495042, accuracy=0.999583125114
 test mean loss=1.10361778736, accuracy=0.794559121132
epoch 66 / 100
train mean loss=0.00113816664089, accuracy=0.999687314034
 test mean loss=1.09343528748, accuracy=0.794559121132
epoch 67 / 100
train mean loss=0.001092933584, accuracy=0.999687314034
 test mean loss=1.09256291389, accuracy=0.794559121132
epoch 68 / 100
train mean loss=0.00110687408596, accuracy=0.999687314034
 test mean loss=1.07145869732, accuracy=0.798311471939
epoch 69 / 100
train mean loss=0.0011326338863, accuracy=0.999687314034
 test mean loss=1.05622327328, accuracy=0.797373354435
epoch 70 / 100
train mean loss=0.00120692607015, accuracy=0.999687314034
 test mean loss=1.07134222984, accuracy=0.786116302013
epoch 71 / 100
train mean loss=0.00112922815606, accuracy=0.999687314034
 test mean loss=1.03112137318, accuracy=0.798311471939
epoch 72 / 100
train mean loss=0.00111503002699, accuracy=0.999583125114
 test mean loss=1.02938699722, accuracy=0.797373354435
epoch 73 / 100
train mean loss=0.00120707601309, accuracy=0.999583125114
 test mean loss=1.01009988785, accuracy=0.796435296535
epoch 74 / 100
train mean loss=0.00129549391568, accuracy=0.999687314034
 test mean loss=0.995508372784, accuracy=0.794559121132
epoch 75 / 100
train mean loss=0.00121560355183, accuracy=0.999687314034
 test mean loss=0.983715772629, accuracy=0.793621003628
epoch 76 / 100
train mean loss=0.00124261353631, accuracy=0.999687314034
 test mean loss=0.978052318096, accuracy=0.796435296535
epoch 77 / 100
train mean loss=0.00133611646015, accuracy=0.999687314034
 test mean loss=0.988550364971, accuracy=0.790806770325
epoch 78 / 100
train mean loss=0.00135696853977, accuracy=0.999583125114
 test mean loss=0.96160775423, accuracy=0.798311471939
epoch 79 / 100
train mean loss=0.00126001925673, accuracy=0.999791562557
 test mean loss=0.971780657768, accuracy=0.791744828224
epoch 80 / 100
train mean loss=0.00136109173764, accuracy=0.999687314034
 test mean loss=0.941208779812, accuracy=0.794559121132
epoch 81 / 100
train mean loss=0.137510314584, accuracy=0.955184996128
 test mean loss=1.66760063171, accuracy=0.690431535244
epoch 82 / 100
train mean loss=0.251395583153, accuracy=0.901615440845
 test mean loss=0.628841996193, accuracy=0.800187587738
epoch 83 / 100
train mean loss=0.0844770297408, accuracy=0.968942165375
 test mean loss=1.26893150806, accuracy=0.712007522583
epoch 84 / 100
train mean loss=0.0269018802792, accuracy=0.991870760918
 test mean loss=1.40401983261, accuracy=0.742964327335
epoch 85 / 100
train mean loss=0.00883750617504, accuracy=0.99812400341
 test mean loss=1.05497515202, accuracy=0.780487775803
epoch 86 / 100
train mean loss=0.00238586566411, accuracy=0.999687314034
 test mean loss=1.10994791985, accuracy=0.787054419518
epoch 87 / 100
train mean loss=0.00129359250423, accuracy=0.999687314034
 test mean loss=1.11341392994, accuracy=0.795497179031
epoch 88 / 100
train mean loss=0.00108448101673, accuracy=0.999687314034
 test mean loss=1.11195909977, accuracy=0.795497179031
epoch 89 / 100
train mean loss=0.00101443158928, accuracy=0.999687314034
 test mean loss=1.106377244, accuracy=0.790806770325
epoch 90 / 100
train mean loss=0.00109251146205, accuracy=0.999687314034
 test mean loss=1.07091593742, accuracy=0.798311471939
epoch 91 / 100
train mean loss=0.00116245192476, accuracy=0.999687314034
 test mean loss=1.06327199936, accuracy=0.798311471939
epoch 92 / 100
train mean loss=0.00117199262604, accuracy=0.999687314034
 test mean loss=1.04495131969, accuracy=0.789868652821
epoch 93 / 100
train mean loss=0.00114939501509, accuracy=0.999687314034
 test mean loss=1.03012943268, accuracy=0.795497179031
epoch 94 / 100
train mean loss=0.00109882722609, accuracy=0.999583125114
 test mean loss=1.03393602371, accuracy=0.787992477417
epoch 95 / 100
train mean loss=0.00118476233911, accuracy=0.999583125114
 test mean loss=0.995124280453, accuracy=0.801125705242
epoch 96 / 100
train mean loss=0.00121649389621, accuracy=0.999687314034
 test mean loss=0.991487622261, accuracy=0.793621003628
epoch 97 / 100
train mean loss=0.00119644007646, accuracy=0.999687314034
 test mean loss=0.98136228323, accuracy=0.798311471939
epoch 98 / 100
train mean loss=0.0012661361834, accuracy=0.999687314034
 test mean loss=0.972222387791, accuracy=0.795497179031
epoch 99 / 100
train mean loss=0.00128113804385, accuracy=0.999583125114
 test mean loss=0.957727730274, accuracy=0.797373354435
epoch 100 / 100
train mean loss=0.00125043757726, accuracy=0.999583125114
 test mean loss=0.970720648766, accuracy=0.78424012661
===============  9 / 10 ===============
epoch 1 / 100
